page,raw_line,lane_candidate,lane_clean,matched_lane,ocr_rate,matched_rate,diff
30,"F24 -D0C -LIMURU - BEER - 30T BEER BDC NAIROB! — |LIMUAU sor 19,203.69 17,283.32 1,920.37",F24 -D0C -LIMURU - BEER,F24 D0C LIMURU  BEER,F24 BDC LIMURU  BEER  PUP,19203.69,403.03,18800.66
30,"F24 BDC «LOKICHOGIO. BEER. 30T aeER boc MOUNTAIN | LOKICHOGIO 30T 277,835.24 250,051.72 27,783.52",F24 BDC «LOKICHOGIO. BEER. 30T aeER boc MOUNTAIN,F24 BDC LOKICHOGIO BEER 30T AEER BOC MOUNTAIN,F24 BDC LOKICHOGIO  BEER  30T,277835.24,864.53,276970.70999999996
30,"F24 -BDC -MACHAKOS- IEER- JOT BEER ADC COAST MACHAKOS 30T 29,629.76 26,666.70 7,962.98",F24 -BDC -MACHAKOS- IEER- JOT BEER,F24 BDC MACHAKOS IEER JOT BEER,F24 BDC MACHAKOS  BEER  PUP,29629.76,734.6,28895.16
30,"F24 -BDC »MAKUTANO» BEER» 30T BEER Boe MQUNTAIN |MAKUTANO 30T 37,332.12 33,598.91 3,733.23",F24 -BDC »MAKUTANO» BEER» 30T BEER Boe MQUNTAIN,F24 BDC MAKUTANO BEER 30T BEER BOE MQUNTAIN,F24 BDC MAKUTANO  BEER  PUP,37332.12,761.84,36570.280000000006
30,"F24 BDC -MAUA - BEER- 307 orER ape MOUNTAIN |MAUA 307] 95,609.83 86,048.85 9,560,90",F24 BDC -MAUA - BEER,F24 BDC MAUA  BEER,F24 BDC MAUA  BEER  PUP,95609.83,466.42,95143.41
30,"F24 -NDC -ME- RBEEUR - 307 BEER abe MOUNTAIN [MERU _3ot 79,900.05 71,917.97 7,990.89",F24 -NDC -ME- RBEEUR - 307 BEER,F24 NDC ME RBEEUR  307 BEER,F24 BDC MERU  BEER  PUP,79900.05,466.42,79433.63
30,"F24 -BDC -MOMBASA BEER . 30T BEER abe COAST MOMDASA 30T 104,782.48 94,304.23 10,478.25",F24 -BDC -MOMBASA BEER,F24 BDC MOMBASA BEER,F24 BDC MOMBASA  BEER  PUP,104782.48,112.25,104670.23
30,"F24 -BOC -MURANG'A- BEER -30T BEER BDC MOUNTAIN |MURANG'A _30T 56,917.38 5, 3,691.74",F24 -BOC -MURANG'A- BEER -30T BEER BDC MOUNTAIN,F24 BOC MURANGA BEER 30T BEER BDC MOUNTAIN,F24 BDC MURANGA  BEER  PUP,56917.38,899.06,56018.32
30,"F24 -BDC «NAIROBI THT - BEER30.7 aren is NAIROBI [NAIROBI THT 30 16,152.37 14,537.15 1,615.24","F24 -BDC «NAIROBI THT - BEER30.7 aren is NAIROBI [NAIROBI THT 30 16,152.37 14,537.15 1,615.24",F24 BDC NAIROBI THT  BEER307 AREN IS NAIROBI NAIROBI THT 30 1615237 1453715 161524,,16152.37,,
30,"P24 -BOC -NAIVASHA - BEER - OT BEER apc RIFT NAIVASHA 307 38,665,19 34,798.67 3,866.52","P24 -BOC -NAIVASHA - BEER - OT BEER apc RIFT NAIVASHA 307 38,665,19 34,798.67 3,866.52",P24 BOC NAIVASHA  BEER  OT BEER APC RIFT NAIVASHA 307 3866519 3479867 386652,,34798.67,,
30,"F24 -BDC sNANYUKI» BEER» 30T BEER ane UNTAIN |NANYUKI 30T 70,725.26 63,652.73 7,072.53",F24 -BDC sNANYUKI» BEER» 30T BEER ane UNTAIN,F24 BDC SNANYUKI BEER 30T BEER ANE UNTAIN,F24 BDC NANYUKI  BEER  PUP,70725.26,592.68,70132.58
30,"F24 -BDC -NAROK - HEER - 307 BEER apc RIFT NAAOK 30T 53,862.96 48,476.30 $,300,26",F24 -BDC -NAROK - HEER - 307 BEER,F24 BDC NAROK  HEER  307 BEER,F24 BDC NAROK  BEER  30T,53862.96,320.98,53541.979999999996
30,"F 2a -ODC -NGONG - BEEA- 30T BEER ape NAIROB! —[NGONG 307 23,188.53 19,069.69 2,118.85","F 2a -ODC -NGONG - BEEA- 30T BEER ape NAIROB! —[NGONG 307 23,188.53 19,069.69 2,118.85",F 2A ODC NGONG  BEEA 30T BEER APE NAIROB NGONG 307 2318853 1906969 211885,,23188.53,,
30,"F24 -BOC -NKUBU . BEER- 30T a MOUNTAIN |NKUBU 30T 75,465.17 67,918.65 7,546.52",F24 -BOC -NKUBU . BEER,F24 BOC NKUBU  BEER,F24 BDC NKUBU  BEER  PUP,75465.17,572.5,74892.67
30,"F24 -BDC -NYAHURURU » BEER» 30T BEER ape MOUNTAIN |NYAHURURU 30T 72,798.97 65,519.07 7,279.90",F24 -BDC -NYAHURURU » BEER» 30T BEER ape MOUNTAIN,F24 BDC NYAHURURU  BEER 30T BEER APE MOUNTAIN,F24 BDC NYAHURURU  BEER  PUP,72798.97,172.29,72626.68000000001
30,"F24-BOC -NYALI- BEER. 30T ween ites COAST NYALI 307 139,688.37 107,719.55 31,968.04",F24-BOC -NYALI- BEER,F24BOC NYALI BEER,F24 BDC NYALI  BEER  PUP,139688.37,900.91,138787.46
30,"F24 «BDC -RONGAI BEER) 30T AEER T NAINOLI —_|RANGAI 30T 17,752.09 15,976.88 1,775.21",F24 «BDC -RONGAI BEER) 30T AEER T NAINOLI —_,F24 BDC RONGAI BEER 30T AEER T NAINOLI ,F24 BDC RONGAI  BEER  30T,17752.09,473.56,17278.53
30,"F24 -BOC -RUAKA- NEER- 407 BEER apc NAIROB) | RUAKA 30T 26,152.97 14,537,18 1,615.24",F24 -BOC -RUAKA- NEER- 407 BEER,F24 BOC RUAKA NEER 407 BEER,F24 BDC RUAKA  BEER  PUP,26152.97,403.03,25749.940000000002
30,"F24 -BDC -RUIRU - BEER - 30T BEER 6oc MOUNTAIN | RUIRU aoT 21,484,768 19,336.30 2,148.48",F24 -BDC -RUIRU - BEER,F24 BDC RUIRU  BEER,F24 BDC RUIRU  BEER  PUP,19336.3,99.57,19236.73
30,"F24 BDC -TALA. BEER- 307 Ofer gO COAST TALA 307 39,020.68 35,128.41 3,902.",F24 BDC -TALA. BEER,F24 BDC TALA BEER,F24 BDC TALA  BEER  PUP,39020.68,549.02,38471.66
30,"F24 -BDC -IKUNDA. BEER « 30T BEER ape coast UKUNDA 30T 127,054.88 114,349.39 12,705.49",F24 -BDC -IKUNDA. BEER,F24 BDC IKUNDA BEER,F24 BDC UKUNDA  BEER  PUP,127054.88,444.08,126610.8
30,"F24 -BDC -VOl- BEER - 307 DEER gpc COAST vol 307 84,624.73 76,162.24 0,AG2.47",F24 -BDC -VOl- BEER,F24 BDC VOL BEER,F24 BDC VOI  BEER  PUP,84624.73,617.46,84007.26999999999
30,"F 24 -RDG -ATHIRIVER - BEER -7.5T BEER abe NAIROBI! [ATHI RIVER 23t 15,917.66 14,343.89","F 24 -RDG -ATHIRIVER - BEER -7.5T BEER abe NAIROBI! [ATHI RIVER 23t 15,917.66 14,343.89",F 24 RDG ATHIRIVER  BEER 75T BEER ABE NAIROBI ATHI RIVER 23T 1591766 1434389,,15917.66,,
30,"F24 BDC -BOMET- BEER. 7.5T AEE Te fet SOMET 7.57 39,027.77 35,124.99",F24 BDC -BOMET- BEER,F24 BDC BOMET BEER,F24 BDC BOMET  BEER  PUP,7.57,434.88,-427.31
30,"F24 -BDC -BURUAUAU - BEER- 7,51 BEER BDC NAIROBI | BURUBUAU 7.57 16,085.22 14,476.70",F24 -BDC -BURUAUAU - BEER,F24 BDC BURUAUAU  BEER,F24 BDC BURUBURU  BEER  PUP,7.57,403.03,-395.46
30,"F24 -BDC -DIANI- BEER. 7.5T BEER obo COAST DAM 251 86,459.13 77,813.22",F24 -BDC -DIANI- BEER,F24 BDC DIANI BEER,F24 BDC DIANI  BEER  PUP,86459.13,232.25,86226.88
30,"F24 -BOC -EMALI- DEER - 7.57 BEER apc COAST _ |EMALI 2.57 43,180.43 30,862,39",F24 -BOC -EMALI- DEER - 7.57 BEER,F24 BOC EMALI DEER  757 BEER,F24 BDC EMALI  BEER  75T,7.57,420.85,-413.28000000000003
30,"F24 -BDC -EMBU - BEER- 7.5T BEER BDC MOUNTAIN | EMBU 731 29,203.04 26,282.74",F24 -BDC -EMBU - BEER,F24 BDC EMBU  BEER,F24 BDC EMBU  BEER  PUP,29203.04,618.12,28584.920000000002
30,"F24 BDC <GAT« UBENER.D 7.U5T BEER ob | MOUNTAIN |GATUNDU 2.51 13,826.12 12,443.51",F24 BDC <GAT« UBENER.D 7.U5T BEER ob,F24 BDC GAT UBENERD 7U5T BEER OB,F24 BDC GATUNDU  BEER  PUP,2.51,713.37,-710.86
30,"F24 -BDC -HURUMA - BEER - 7.5T BEER abe naman! —_|HuRUMA 7.57 16,085.22 14,476.70",F24 -BDC -HURUMA - BEER,F24 BDC HURUMA  BEER,F24 BDC HURUMA  BEER  PUP,7.57,403.03,-395.46
30,"F24 BOC -(S1OLO « BEER- 7.5T BEER Bbc MOUNTAIN [iSIOLO 7.5T 47,627.71 43,044.94","F24 BOC -(S1OLO « BEER- 7.5T BEER Bbc MOUNTAIN [iSIOLO 7.5T 47,627.71 43,044.94",F24 BOC S1OLO  BEER 75T BEER BBC MOUNTAIN ISIOLO 75T 4762771 4304494,,47627.71,,
30,"F24 -BDG -JUIA - BEER - 7.57 BEER apc MOUNTAIN [JUJA 751 11,860.50 10,674.45",F24 -BDG -JUIA - BEER,F24 BDG JUIA  BEER,F24 BDC JUJA  BEER  PUP,7.57,640.25,-632.68
30,"F24 -BDC -KAGIO » BEER-7.5T BEER abe MOUNTAIN 7.5T 22,504.68 20,614.21","F24 -BDC -KAGIO » BEER-7.5T BEER abe MOUNTAIN 7.5T 22,504.68 20,614.21",F24 BDC KAGIO  BEER75T BEER ABE MOUNTAIN 75T 2250468 2061421,,22504.68,,
30,"F24-BOC -KAREN THT -BEER- 7.57 BEER lg0CINAIRODI | KAREN THT 7.5T 16,085.22 14,476.70",F24-BOC -KAREN THT -BEER,F24BOC KAREN THT BEER,F24 BDC KAREN THT  BEER  PUP,7.57,403.03,-395.46
30,"/F24 “BDC -KITUI- BEER- 7.5T ® AD OAST xITUI 2.57 57,083.37 $1,375.03","/F24 “BDC -KITUI- BEER- 7.5T ® AD OAST xITUI 2.57 57,083.37 $1,375.03",F24 BDC KITUI BEER 75T  AD OAST XITUI 257 5708337 137503,,2.57,,
30,"F24 -BDC -LOKICHOGIO - BEER 7.5T BEER abc | MOUNTAIN |LaKICHOGIO 751 134,583.77 121,125.39",F24 -BDC -LOKICHOGIO - BEER,F24 BDC LOKICHOGIO  BEER,F24 BDC LOKICHOGIO  BEER  PUP,134583.77,174.57,134409.19999999998
30,"F24 *BDC »MACHAKOS - BEER . 7.5T EER boc COAST MACHAKOS 7.51 40,081.66 36,073.49","F24 *BDC »MACHAKOS - BEER . 7.5T EER boc COAST MACHAKOS 7.51 40,081.66 36,073.49",F24 BDC MACHAKOS  BEER  75T EER BOC COAST MACHAKOS 751 4008166 3607349,,7.51,,
30,"F24 -BDC «MAUA . BEER 7.57 BEER aoe MOUNTAIN [MAUA 2.57 50,162.25 45,146.03","F24 -BDC «MAUA . BEER 7.57 BEER aoe MOUNTAIN [MAUA 2.57 50,162.25 45,146.03",F24 BDC MAUA  BEER 757 BEER AOE MOUNTAIN MAUA 257 5016225 4514603,,7.57,,
30,"F24 -B-O MECRU - BEER- 7.51 orer apc MOUNTAIN |MERU 7.51 45,029.82 40,524.66",F24 -B-O MECRU - BEER,F24 BO MECRU  BEER,F24 BDC MERU  BEER  PUP,7.51,466.42,-458.91
30,"F24 -BDC -MURA- NBEEGR.‘ 7.A5T nN QUNTAIN |MURANG'A 7.57 3,625.58 16,943.02",F24 -BDC -MURA- NBEEGR.‘ 7.A5T nN QUNTAIN,F24 BDC MURA NBEEGR 7A5T NN QUNTAIN,F24 BDC MAUA  BEER  75T,7.57,545.16,-537.5899999999999
30,"F24-BDC -NAIROBI THT - BEER» 7.5T BEER apc NAIROBI! [NAIROBITHT EAL 16,085.22 14,476.70",F24-BDC -NAIROBI THT - BEER,F24BDC NAIROBI THT  BEER,F24 BDC NAIROBI THT  BEER  PUP,16085.22,403.03,15682.189999999999
30,"F24 -BDC -NAIVASHA BEER. 7.5T BEER boc RIFT NAIVASHA 2.51 20,085.54 18,076.99",F24 -BDC -NAIVASHA BEER,F24 BDC NAIVASHA BEER,F24 BDC NAIVASHA  BEER  PUP,2.51,385.67,-383.16
30,"F24 «BDC +NAROK BEER. 7.57 AREER 4c Ruy NARDK 2.57 27,209.76 24,488.78","F24 «BDC +NAROK BEER. 7.57 AREER 4c Ruy NARDK 2.57 27,209.76 24,488.78",F24 BDC NAROK BEER 757 AREER 4C RUY NARDK 257 2720976 2448878,,7.57,,
30,"F24 -BDC -NGONG - BEFA- 7.51 Heer apc NAIROBI |NGONG 7.51 16,173.43 14,556,090",F24 -BDC -NGONG - BEFA- 7.51 Heer apc NAIROBI,F24 BDC NGONG  BEFA 751 HEER APC NAIROBI,F24 BDC NGONG  BEER  PUP,7.51,403.03,-395.52
30,"F24 BDC «NAB INADREA U- BESER - T7.57 nN AIRGR! | NAD INDUST AREA 7.57 16,085.22 14,476.70",F24 BDC «NAB INADREA U- BESER - T7.57 nN AIRGR!,F24 BDC NAB INADREA U BESER  T757 NN AIRGR,F24 BDC NRB INDUST AREA  BEER  75T,7.57,772.67,-765.0999999999999
30,"F24 -DOC -NYAHUAURU - MEER- 7.57 BEER BOC MOUNTAIN [NYAHURURU 7.51 40,232.12 36,205,93",F24 -DOC -NYAHUAURU - MEER- 7.57 BEER,F24 DOC NYAHUAURU  MEER 757 BEER,F24 BDC NYAHURURU  BEER  PUP,7.57,172.29,-164.72
30,"F24 -BDC -NYALI- BEER- 7.5T BEER apc COAST NY. 251 79,074.24 71,166.82",F24 -BDC -NYALI- BEER,F24 BDC NYALI BEER,F24 BDC NYALI  BEER  PUP,79074.24,900.91,78173.33
30,"F24 -DC -RONGAI- BEER - 7.57 BEER a NAIROBI NGAI _251 4 14,610.66",F24 -DC -RONGAI- BEER,F24 DC RONGAI BEER,F24 BDC RONGAI  BEER  PUP,7.57,403.03,-395.46
30,"F24 «BDC «RUAKA» BEER» 7.51 BEER abe NAIAGH! | AUAKA 251 16,085.22 14,476.70",F24 «BDC «RUAKA» BEER» 7.51 BEER abe NAIAGH!,F24 BDC RUAKA BEER 751 BEER ABE NAIAGH,F24 BDC RUAKA  BEER  PUP,7.51,403.03,-395.52
30,"F24 -BDC -TALA» BEER 7.5T BEER ADC COAST TAA 251 57,535.64 51,782.08","F24 -BDC -TALA» BEER 7.5T BEER ADC COAST TAA 251 57,535.64 51,782.08",F24 BDC TALA BEER 75T BEER ADC COAST TAA 251 5753564 5178208,,57535.64,,
30,"F24 -BDC -THIKA- BEER- 7.5T BEER apc MOUNTAIN |THIKA 7.51 14,706.20 15,255.58",F24 -BDC -THIKA- BEER,F24 BDC THIKA BEER,F24 BDC THIKA  BEER  PUP,7.51,381.17,-373.66
30,"F 24 -DC -UKUNDA- AEER- 7.57 BEER apc COAST UKUNDA 751 98,682.50 80,514,25","F 24 -DC -UKUNDA- AEER- 7.57 BEER apc COAST UKUNDA 751 98,682.50 80,514,25",F 24 DC UKUNDA AEER 757 BEER APC COAST UKUNDA 751 9868250 8051425,,7.57,,
30,"F24 -BDC -VOl- BEER« 7.5T BEER ape coast {vai 751 62,405.62 56,165.06",F24 -BDC -VOl- BEER,F24 BDC VOL BEER,F24 BDC VOI  BEER  PUP,62405.62,617.46,61788.16
30,"F24 “BDC -DIANI» BEER» P/UP BEER abc ¢ P/up 76,315.60 68,684.04","F24 “BDC -DIANI» BEER» P/UP BEER abc ¢ P/up 76,315.60 68,684.04",F24 BDC DIANI BEER PUP BEER ABC  PUP 7631560 6868404,F24 BDC DIANI  BEER  PUP,76315.6,232.25,76083.35
30,"F24-DDC -EMAL- BEER - P/uP BER apc |COAsT EMALI Pfup 36,741.91 33,067.72",F24-DDC -EMAL- BEER,F24DDC EMAL BEER,F24 BDC EMALI  BEER  PUP,36741.91,850.93,35890.98
30,"F2d -00C -EMOU - BEER - P/UP BEER BoC MOUNTAIN |EMBU Pup 29,653.76 26,685.38",F2d -00C -EMOU - BEER - P/UP BEER BoC MOUNTAIN,F2D 00C EMOU  BEER  PUP BEER BOC MOUNTAIN,,29653.76,,
30,"F24 «BDC GATU« BNEERD PU/UP EER abe MOUNTAIN |GATUNOU P/up 33,667.11 30,300.40",F24 «BDC GATU« BNEERD PU/UP EER abe MOUNTAIN,F24 BDC GATU BNEERD PUUP EER ABE MOUNTAIN,F24 BDC ATHI RIVER  BEER  PUP,33667.11,403.03,33264.08
30,"F24 «BDC -HURUMA - BEER « P/UP BEER BOE NAORT — [HURUMA P/y 10,860.94 9,774.85","F24 «BDC -HURUMA - BEER « P/UP BEER BOE NAORT — [HURUMA P/y 10,860.94 9,774.85",F24 BDC HURUMA  BEER  PUP BEER BOE NAORT  HURUMA PY 1086094 977485,,10860.94,,
30,"F24-RDC -ISIOLO - BEER. p/UP ween DC MOUNTAIN [15100 P/u 49,927.42 44,934.68",F24-RDC -ISIOLO - BEER,F24RDC ISIOLO  BEER,F24 BDC ISIOLO  BEER  PUP,49927.42,305.53,49621.89
30,"F24-BDC -JUJA - BEER - P/UP BEE BDC MOUNTAIN [JUJA fu. 25,755.44 23,179.90",F24-BDC -JUJA - BEER,F24BDC JUJA  BEER,F24 BDC JUJA  BEER  PUP,25755.44,640.25,25115.19
30,"Fld «BDC -KAGIO + BEER . P/UP BEER MOUNTAIN | kAGIO P/up 69,543.37 62,587.23",Fld «BDC -KAGIO + BEER . P/UP BEER MOUNTAIN,FLD BDC KAGIO  BEER  PUP BEER MOUNTAIN,F24 BDC KAGIO  BEER  PUP,69543.37,319.76,69223.61
30,"F24 -BDC -KAYOLE - BEER - P/UP BEER BDC NAIROBI | KAYO! P/w 10,860.94 §.774.85",F24 -BDC -KAYOLE - BEER,F24 BDC KAYOLE  BEER,F24 BDC KAYOLE  BEER  PUP,10860.94,403.03,10457.91
31,"F24 BDC -KITUI, BEER P/UP BEER apc COAST | KITU Pia 27,593.30 24,533.97","F24 BDC -KITUI, BEER P/UP BEER apc COAST",F24 BDC KITUI BEER PUP BEER APC COAST,F24 BDC KITUI  BEER  75T,27593.3,607.52,26985.78
31,"F24 -BDC -LI-M BEUER R- P/UUP DEER anc NAROB! _|UMURU Pup 10,860.94 9,774.85",F24 -BDC -LI-M BEUER R- P/UUP DEER anc NAROB! _,F24 BDC LIM BEUER R PUUP DEER ANC NAROB ,,10860.94,,
31,"F24-BDC -LOKICHOGIO - BEER P/UP BEE apc MOUNTAIN | LOKICHOGIO P/up| 98,739.08 88,919.17",F24-BDC -LOKICHOGIO - BEER,F24BDC LOKICHOGIO  BEER,F24 BDC LOKICHOGIO  BEER  PUP,98739.08,174.57,98564.51
31,"F24 -BDC -MACHAKOS - BEER. P/UP BEER COAST __|MACHAKOS P/up 51,327.91 45,195.12",F24 -BDC -MACHAKOS - BEER,F24 BDC MACHAKOS  BEER,F24 BDC MACHAKOS  BEER  PUP,51327.91,734.6,50593.310000000005
31,"F24 -BDC -MAUBEEAR.. P/-UP BEER abe MOUNTAIN [MAUA P/up 47,145.09 42,43508","F24 -BDC -MAUBEEAR.. P/-UP BEER abe MOUNTAIN [MAUA P/up 47,145.09 42,43508",F24 BDC MAUBEEAR PUP BEER ABE MOUNTAIN MAUA PUP 4714509 4243508,,47145.09,,
31,"Fa4 -BbC -MERU - WEEN - p/UP eth foc MOUNTAIN |MERU Plup 87,145.09 42,430.58",Fa4 -BbC -MERU - WEEN - p/UP eth foc MOUNTAIN,FA4 BBC MERU  WEEN  PUP ETH FOC MOUNTAIN,F24 BDC MERU  BEER  PUP,87145.09,466.42,86678.67
31,"F24 -BDC / MOMBASA - BEER » P/UP BEER Bbc COAST [MOMBASA Pup 76,198.01 68,578.21","F24 -BDC / MOMBASA - BEER » P/UP BEER Bbc COAST [MOMBASA Pup 76,198.01 68,578.21",F24 BDC  MOMBASA  BEER  PUP BEER BBC COAST MOMBASA PUP 7619801 6857821,,76198.01,,
31,"F24 -BDC -MURAN- BGEE'R A- 9/UP REER ape MOUNTAIN | MURANG'A Piup 54,409.08 49,868.17",F24 -BDC -MURAN- BGEE'R A- 9/UP REER ape MOUNTAIN,F24 BDC MURAN BGEER A 9UP REER APE MOUNTAIN,F24 BDC MURANGA  BEER  PUP,54409.08,899.06,53510.020000000004
31,"F24 -DOC -NAINMOl - ACER - P/UP BEER BoC NAIROBI |NAIROBI P/up 30,860.94 9,774.85",F24 -DOC -NAINMOl - ACER - P/UP BEER BoC NAIROBI,F24 DOC NAINMOL  ACER  PUP BEER BOC NAIROBI,,30860.94,,
31,"F24 -BDC NAIROBI THT BEER. F/UP BEE BDC NAIROBI [NAIROBI THT Pfup 10,860.94 9,774.85.",F24 -BDC NAIROBI THT BEER,F24 BDC NAIROBI THT BEER,F24 BDC NAIROBI THT  BEER  PUP,10860.94,403.03,10457.91
31,"F24 -DC -NAIVASHA - GEER - b/U? BEER |e RIFT NAIVASHHA P/up 24,525.96 22,073.36",F24 -DC -NAIVASHA - GEER - b/U? BEER,F24 DC NAIVASHA  GEER  BU BEER,F24 BDC NAIVASHA  BEER  PUP,24525.96,385.67,24140.29
31,"F24 -BDC -NANYUKBESER- - P/UP BEER ape MOUNTAIN |NANYUKI Pfu 35,508.82 34,987.94",F24 -BDC -NANYUKBESER- - P/UP BEER ape MOUNTAIN,F24 BDC NANYUKBESER  PUP BEER APE MOUNTAIN,F24 BDC NANYUKI  BEER  PUP,35508.82,592.68,34916.14
31,"F24 -BDC -NAROK - BEER. P/UP BEER abe RIFT NAROK Plup 25,470,56 22,923.50",F24 -BDC -NAROK - BEER,F24 BDC NAROK  BEER,F24 BDC NAROK  BEER  PUP,22923.5,349.55,22573.95
31,"F24 BDC -NKBEUERB « PU/UP BEER Bbc MOUNTAIN [NKUGU P/up 38,420.05 34,586.19","F24 BDC -NKBEUERB « PU/UP BEER Bbc MOUNTAIN [NKUGU P/up 38,420.05 34,586.19",F24 BDC NKBEUERB  PUUP BEER BBC MOUNTAIN NKUGU PUP 3842005 3458619,,38420.05,,
31,"F24 -BDC -NAG INDUST AREA - AER - P/UP BEER aoe NAIROM! [NAD INDUST AREA Plup 10,860.94 8,774.85","F24 -BDC -NAG INDUST AREA - AER - P/UP BEER aoe NAIROM! [NAD INDUST AREA Plup 10,860.94 8,774.85",F24 BDC NAG INDUST AREA  AER  PUP BEER AOE NAIROM NAD INDUST AREA PLUP 1086094 877485,,10860.94,,
31,"F24 «BDC -NYALI- BEER. P/UP EER apc COAST |NYA P/up 59,230.09 $3,397.00",F24 «BDC -NYALI- BEER. P/UP EER apc COAST,F24 BDC NYALI BEER PUP EER APC COAST,F24 BDC NYALI  BEER  PUP,59230.09,900.91,58329.17999999999
31,"F24 -BOC -RONGAI- BEER - P/UP BEER BDC NAIROBI |RONGA! on 10,860.94 5774.85",F24 -BOC -RONGAI- BEER,F24 BOC RONGAI BEER,F24 BDC RONGAI  BEER  PUP,10860.94,403.03,10457.91
31,"F24 -BDC -RUA- BKEEAR - P/UP REE oe wamont —_[RUAKA P/up 10,660.94 5,770.85","F24 -BDC -RUA- BKEEAR - P/UP REE oe wamont —_[RUAKA P/up 10,660.94 5,770.85",F24 BDC RUA BKEEAR  PUP REE OE WAMONT RUAKA PUP 1066094 577085,,10660.94,,
31,"F24 -BOC .TALA. BEER « P/UP BEER ape coast |TALA b/up 58,008.04 $2,205.44",F24 -BOC .TALA. BEER,F24 BOC TALA BEER,F24 BDC TALA  BEER  PUP,58008.04,549.02,57459.020000000004
31,"F24 -ODC -THIKA - BEER - /UP OER abs [MOUNTAIN [THIKA Piup 17,661.54 15,895.39",F24 -ODC -THIKA - BEER,F24 ODC THIKA  BEER,F24 BDC THIKA  BEER  PUP,17661.54,381.17,17280.370000000003
31,"F24 -NDC -UKUNDA - BEER- F/UP BEER BDC COAST |UKUNDA P/up 33,183.20 83,864.88",F24 -NDC -UKUNDA - BEER,F24 NDC UKUNDA  BEER,F24 BDC UKUNDA  BEER  PUP,33183.2,444.08,32739.119999999995
31,"F24-BDC -VOl. BEE-R P/UP AEE abe coast [vor P/up 59,053,11_ 53,147.80","F24-BDC -VOl. BEE-R P/UP AEE abe coast [vor P/up 59,053,11_ 53,147.80",F24BDC VOL BEER PUP AEE ABE COAST VOR PUP 5905311 5314780,,53147.8,,
31,"F24- ODC- CAML: TRANSFER: 30T PRIMARY |B0C NAIROBI |BDC-EAML 30T 19,715.50 17,743.95 1,973.55",F24- ODC- CAML: TRANSFER: 30T PRIMARY,F24 ODC CAML TRANSFER 30T PRIMARY,F24 BDC EAML TRANSFER 30T,19715.5,477.04,19238.46
31,"F24» BDC - ATHI RIVER « SPIRITS » LAT SPIRITS BOC NAIROBI [ATHIRIVER LAT 12,090.25 10,881.25","F24» BDC - ATHI RIVER « SPIRITS » LAT SPIRITS BOC NAIROBI [ATHIRIVER LAT 12,090.25 10,881.25",F24 BDC  ATHI RIVER  SPIRITS  LAT SPIRITS BOC NAIROBI ATHIRIVER LAT 1209025 1088125,,12090.25,,
31,"F24- ADC. BABADOGO - SPIRITS - 1aT SIARITS aoc NainoRi —[RAKADOGO ut 10,767.83 9,690.70",F24- ADC. BABADOGO - SPIRITS,F24 ADC BABADOGO  SPIRITS,F24  BDC  BABADOGO  SPIRITS  PUP,10767.83,403.03,10364.8
31,"F24- BDC - BOMET - SPIRITS - 1a SPIRITS Bbc RIFT BOMET Lat 49,973.34 44,976.01",F24- BDC - BOMET - SPIRITS,F24 BDC  BOMET  SPIRITS,F24  BDC  BOMET  SPIRITS  PUP,49973.34,434.88,49538.46
31,"F24 «BDC « BURUBURU « SPIRITS- 14T SPIRITS ape NaiRos! — /aURUAUAU 1a 10,769.53 3,6907,8","F24 «BDC « BURUBURU « SPIRITS- 14T SPIRITS ape NaiRos! — /aURUAUAU 1a 10,769.53 3,6907,8",F24 BDC  BURUBURU  SPIRITS 14T SPIRITS APE NAIROS  AURUAUAU 1A 1076953 369078,,10769.53,,
31,"F24- ADC - DAGORETTICORNEN-SPIRITS- 147 [SPIRITS poe HAIROB! _|DAGORETTI CORNER 1st 10,767.59 8,630.78",F24- ADC - DAGORETTICORNEN-SPIRITS,F24 ADC  DAGORETTICORNENSPIRITS,F24  BDC  DAGORETTI CORNER  SPIRITS  PUP,10767.59,403.03,10364.56
31,"F24- BDC - DANDORA C8 - SPIRITS - 14T SPIRITS BDC NAIROBI _[DANDORA 1aT 10,767.53 9,690.78",F24- BDC - DANDORA C8 - SPIRITS,F24 BDC  DANDORA C8  SPIRITS,F24  BDC  DANDORA EB  SPIRITS  PUP,10767.53,403.03,10364.5
31,F24. BDC - ELDORET. SPIRITS- 147 SPuRITS Boe AIF ELDON u4y 73.03 a,F24. BDC - ELDORET. SPIRITS,F24 BDC  ELDORET SPIRITS,F24  BDC  ELDORET  SPIRITS  PUP,73.03,359.6,-286.57000000000005
31,"F24- DC - EMGU - SPIRI- T14S7 SPIRITS BoC MOUNTAIN | EMBU 1aT, 32,870.12 25,583.11",F24- DC - EMGU - SPIRI- T14S7 SPIRITS,F24 DC  EMGU  SPIRI T14S7 SPIRITS,F24  BDC  EMBU EB  SPIRITS  75T,32870.12,125.27,32744.850000000002
31,"F24- BDC- EMBU EB- SPIRITS LAT SPIRITS Bbc MOUNTAIN [EMBU 1aT 32,870.12 29,583.11",F24- BDC- EMBU EB- SPIRITS,F24 BDC EMBU EB SPIRITS,F24  BDC  EMBU EB  SPIRITS  75T,32870.12,125.27,32744.850000000002
